Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Gueltig_raw,Gueltig_von,Gueltig_bis
Highland Single Grain Scotch Whisky 12 Jahre,The Targe,"€ 19,99",Kein vorheriger Preis,"€ 28,56 / l -",21.09. - 04.10.,2025-09-21,2025-10-04
Primitivo di Manduria,Poggio Marù,"€ 8,99",Kein vorheriger Preis,"€ 11,99 / l -",21.09. - 04.10.,2025-09-21,2025-10-04
Liquore Crema Pistacchio,Keine Marke,"€ 6,99",Kein vorheriger Preis,"€ 13,98 / l -",21.09. - 04.10.,2025-09-21,2025-10-04
Süßrahmbutter,Milbona,"€ 1,49",Kein vorheriger Preis,"€ 5,96 / kg -",26.09. - 04.10.,2025-09-26,2025-10-04
Deutsche Markenbutter,Ein Gutes Stück Bayern,"€ 1,89",Kein vorheriger Preis,"€ 7,56 / kg -",26.09. - 04.10.,2025-09-26,2025-10-04
Single Malt Scotch Whisky,Loch Lomond,"€ 17,99",Kein vorheriger Preis,"€ 25,70 / l -",21.09. - 04.10.,2025-09-21,2025-10-04
Rosato,Cà Dei Frati,"€ 12,49",Kein vorheriger Preis,"€ 16,65 / l -",21.09. - 04.10.,2025-09-21,2025-10-04
Deutsche Markenbutter,Milbona,"€ 1,49",Kein vorheriger Preis,"€ 5,96 / kg -",26.09. - 04.10.,2025-09-26,2025-10-04
Weidebutter,Milbona,"€ 1,99",Kein vorheriger Preis,"€ 7,96 / kg -",26.09. - 04.10.,2025-09-26,2025-10-04
Sauvignon Blanc Weißburgunder,Keine Marke,"€ 4,99",Kein vorheriger Preis,"€ 6,65 / l -",21.09. - 04.10.,2025-09-21,2025-10-04
Lugana,Ca’del Lago,"€ 8,99",Kein vorheriger Preis,"€ 11,99 / l -",21.09. - 04.10.,2025-09-21,2025-10-04
Barbados Rum Grande Réserve,Plantation Rum,"€ 17,99",Kein vorheriger Preis,"€ 25,70 / l -",21.09. - 04.10.,2025-09-21,2025-10-04
No Butter,Vemondo,"€ 1,49",Kein vorheriger Preis,"€ 5,96 / kg -",26.09. - 04.10.,2025-09-26,2025-10-04
Gold Echter Übersee Rum,James Cook,"€ 6,99",Kein vorheriger Preis,"€ 9,99 / l -",21.09. - 04.10.,2025-09-21,2025-10-04
Chianti Colli Senesi,Medici Riccardi,"€ 6,99",Kein vorheriger Preis,"€ 9,32 / l -",21.09. - 04.10.,2025-09-21,2025-10-04
Sødergården Gesalzen,Milbona,"€ 1,39",Kein vorheriger Preis,"€ 5,56 / kg -",26.09. - 04.10.,2025-09-26,2025-10-04
Ruby LʼApéro,Pampelle,"€ 15,99",Kein vorheriger Preis,"€ 22,84 / l -",21.09. - 04.10.,2025-09-21,2025-10-04
Blanc de Blancs,Bissinger,"€ 27,99",Kein vorheriger Preis,"€ 37,32 / l -",21.09. - 04.10.,2025-09-21,2025-10-04
Kinder Skihelm,Crivit,"€ 49,99",Kein vorheriger Preis,"€ 49,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Herren Slips 3er-Set,Livergy,"€ 4,99",Kein vorheriger Preis,"€ 1,66 / Stk -",01.10. - 04.10.,2025-10-01,2025-10-04
Gratinkäse Gerieben,Milbona,"€ 1,59",Kein vorheriger Preis,"€ 6,36 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Kinder Hausschuhe,Keine Marke,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Hauchzart,Dulano,"€ 1,99",Kein vorheriger Preis,"€ 19,90 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Bio Hochland Kaffee Löslich,Fairglobe,"€ 4,45",Kein vorheriger Preis,"€ 44,50 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Puten Geschnetzeltes,Metzgerfrisch,"€ 5,99",Kein vorheriger Preis,"€ 7,49 / kg -",09.10. - 11.10.,2025-10-09,2025-10-11
Pinky Donuts,Lidl Backshop,"€ 1,99",Kein vorheriger Preis,"€ 9,39 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Hähnchen-Rouladen,Metzgerfrisch,"€ 5,49",Kein vorheriger Preis,"€ 9,98 / kg -",10.10. - 11.10.,2025-10-10,2025-10-11
Kinder-Ski- und Snowboardhelm,Crivit,"€ 19,99",Kein vorheriger Preis,"€ 19,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Crema d'Oro,Dallmayr,"€ 13,99",Kein vorheriger Preis,"€ 13,99 / kg -",10.10. - 11.10.,2025-10-10,2025-10-11
Grobe Bratwurst XXL,Metzgerfrisch,"€ 5,49",Kein vorheriger Preis,"€ 5,49 / kg -",01.10. - 04.10.,2025-10-01,2025-10-04
Speisequark,Milbona,"€ 1,29",Kein vorheriger Preis,"€ 2,58 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Teufels-Hähnchen,Metzgerfrisch,"€ 6,49",Kein vorheriger Preis,"€ 4,64 / kg -",01.10. - 04.10.,2025-10-01,2025-10-04
Kinder Seamless-Funktionsunterwäsche 2 tlg.,Lupilu,"€ 9,99",Kein vorheriger Preis,"€ 5,00 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Steckschlüsselsatz,Parkside,"€ 8,99",Kein vorheriger Preis,"€ 8,99 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
Weißkäse,Patros,"€ 1,99",Kein vorheriger Preis,"€ 11,06 / kg -",09.10. - 11.10.,2025-10-09,2025-10-11
Schweine Schulter,Metzgerfrisch,"€ 5,49",Kein vorheriger Preis,"€ 5,49 / kg -",01.10. - 04.10.,2025-10-01,2025-10-04
Muscat von Samos,Keine Marke,"€ 4,99",Kein vorheriger Preis,"€ 6,65 / l -",01.10. - 04.10.,2025-10-01,2025-10-04
Taschentücher,Tempo,"€ 3,99",Kein vorheriger Preis,"€ 0,10 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Ersatzbezüge Ultramax,Vileda,"€ 5,99",Kein vorheriger Preis,"€ 5,99 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
Blanc de Blancs,Henkell Sekt,"€ 3,99",Kein vorheriger Preis,"€ 5,32 / l -",06.10. - 11.10.,2025-10-06,2025-10-11
Hirschbraten,Deluxe,"€ 11,99",Kein vorheriger Preis,"€ 19,98 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Kitchen Tools Digitaler Reiskocher,SilverCrest,"€ 29,99",Kein vorheriger Preis,"€ 29,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Mavrodaphne Patras,Keine Marke,"€ 4,49",Kein vorheriger Preis,"€ 5,99 / l -",01.10. - 04.10.,2025-10-01,2025-10-04
Crosstrainer Syros E,Horizon Fitness,"€ 199,00",Kein vorheriger Preis,"€ 199,00 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Kurzhantelset,Crivit,"€ 14,99",Kein vorheriger Preis,"€ 14,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Kleinkinder-Schneestiefel,Lupilu,"€ 12,99",Kein vorheriger Preis,"€ 12,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Saure Sahne,Milbona,"€ 0,69",Kein vorheriger Preis,"€ 3,45 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Men Flanell-Schlafhose,Esmara,"€ 6,29",Kein vorheriger Preis,"€ 6,29 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
OptiGrill GC7P08,Tefal,"€ 84,99",Kein vorheriger Preis,"€ 84,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
LED-Lichterkette,Livarno Home,"€ 7,99",Kein vorheriger Preis,"€ 0,08 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
XXL-Isolierbecher Travel Mug,emsa,"€ 17,99",Kein vorheriger Preis,"€ 17,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Trendline 7-Zonen-Kaltschaummatratze BT 260,Badenia Bettcomfort,"€ 139,00",Kein vorheriger Preis,"€ 139,00 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Gummidichtung W-Profil,Parkside,"€ 2,99",Kein vorheriger Preis,"€ 2,99 / Stk -",01.10. - 04.10.,2025-10-01,2025-10-04
Weihnachtsbaumständer,Livarno Home,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
Vorrats- und Gewürzdosen-Set,Ernesto,"€ 7,99",Kein vorheriger Preis,"€ 7,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Performance Elektro-Kettensäge PPEKS 2500 A1,Parkside,"€ 99,99",Kein vorheriger Preis,"€ 99,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Akku-Universal-Kleingebläse PAUKGB A1,Parkside,"€ 19,99",Kein vorheriger Preis,"€ 19,99 / Stk -",01.10. - 04.10.,2025-10-01,2025-10-04
Sesampaste Tahini,Eridanous,"€ 2,29",Kein vorheriger Preis,"€ 6,54 / kg -",01.10. - 04.10.,2025-10-01,2025-10-04
Ofen-Feta,Eridanous,"€ 2,99",Kein vorheriger Preis,"€ 27,18 / kg -",01.10. - 04.10.,2025-10-01,2025-10-04
Pepsi Cola,Pepsi,"€ 0,69",Kein vorheriger Preis,"€ 0,55 / l -",06.10. - 11.10.,2025-10-06,2025-10-11
Nuss-Nougat-Croissant,Lidl Backshop,"€ 1,38",Kein vorheriger Preis,"€ 0,46 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Yes Cacao,Nestlé,"€ 1,79",Kein vorheriger Preis,"€ 54,24 / kg -",09.10. - 11.10.,2025-10-09,2025-10-11
Krautsalat,Eridanous,"€ 1,69",Kein vorheriger Preis,"€ 4,22 / kg -",01.10. - 04.10.,2025-10-01,2025-10-04
Bougatsa,Vemondo,"€ 2,99",Kein vorheriger Preis,"€ 7,48 / kg -",01.10. - 04.10.,2025-10-01,2025-10-04
Messer-Organizer,Joseph Joseph,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Halloween Purple Tortilla Chips Wednesday,Keine Marke,"€ 1,49",Kein vorheriger Preis,"€ 7,45 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Food-Processor MCM3501M,Bosch,"€ 79,99",Kein vorheriger Preis,"€ 79,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Magnetschalen-Set,Parkside,"€ 2,99",Kein vorheriger Preis,"€ 2,99 / Stk -",01.10. - 04.10.,2025-10-01,2025-10-04
Veganes Edelmarzipan Brot,Favorina,"€ 1,19",Kein vorheriger Preis,"€ 9,52 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Aprikosenkekse,Eridanous,"€ 1,89",Kein vorheriger Preis,"€ 5,73 / kg -",01.10. - 04.10.,2025-10-01,2025-10-04
Saft,Hohes C,"€ 1,49",Kein vorheriger Preis,"€ 1,49 / l -",06.10. - 11.10.,2025-10-06,2025-10-11
Wand- und Bodenbearbeitungssystem PWBS 180 B3,Parkside,"€ 49,99",Kein vorheriger Preis,"€ 49,99 / Stk -",01.10. - 04.10.,2025-10-01,2025-10-04
Butter-Spekulatius,Favorina,"€ 1,69",Kein vorheriger Preis,"€ 6,76 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Äpfel,Keine Marke,"€ 1,39",Kein vorheriger Preis,"€ 1,39 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Milchaufschäumer SMSP 500 A1,SilverCrest,"€ 14,99",Kein vorheriger Preis,"€ 14,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Graviera Kritis Käse,Eridanous,"€ 4,49",Kein vorheriger Preis,"€ 17,96 / kg -",01.10. - 04.10.,2025-10-01,2025-10-04
Laktosefrei H-­Vollmilch,Milbona,"€ 1,29",Kein vorheriger Preis,"€ 1,29 / l -",06.10. - 11.10.,2025-10-06,2025-10-11
Orangen,Keine Marke,"€ 2,29",Kein vorheriger Preis,"€ 1,53 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Kinder Schneehose,Lupilu,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Bio-Ingwer-Shot,Solevita,"€ 1,29",Kein vorheriger Preis,"€ 8,60 / l -",06.10. - 11.10.,2025-10-06,2025-10-11
LED-Lupenleuchte,Livarno Home,"€ 29,99",Kein vorheriger Preis,"€ 29,99 / Stk -",01.10. - 04.10.,2025-10-01,2025-10-04
Heidekraut,Keine Marke,"€ 5,99",Kein vorheriger Preis,"€ 5,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Bio Sonnenblumenkerne,Alesto,"€ 1,75",Kein vorheriger Preis,"€ 2,69 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Strickfleece-Weste,Parkside,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",01.10. - 04.10.,2025-10-01,2025-10-04
Streichzart,Meggle,"€ 3,29",Kein vorheriger Preis,"€ 8,22 / kg -",01.10. - 04.10.,2025-10-01,2025-10-04
Heidekraut,Keine Marke,"€ 1,99",Kein vorheriger Preis,"€ 1,99 / Stk -",01.10. - 04.10.,2025-10-01,2025-10-04
Rosenkohl,Keine Marke,"€ 0,99",Kein vorheriger Preis,"€ 1,32 / kg -",01.10. - 04.10.,2025-10-01,2025-10-04
Sekt,Rotkäppchen,"€ 3,29",Kein vorheriger Preis,"€ 4,39 / l -",01.10. - 04.10.,2025-10-01,2025-10-04
Rum,Plantation Rum,"€ 22,22",Kein vorheriger Preis,"€ 31,74 / l -",01.10. - 11.10.,2025-10-01,2025-10-11
Reiniger,Sagrotan,"€ 2,79",Kein vorheriger Preis,"€ 4,65 / l -",01.10. - 04.10.,2025-10-01,2025-10-04
Antipasti,Eridanous,"€ 2,49",Kein vorheriger Preis,"€ 10,83 / kg -",01.10. - 04.10.,2025-10-01,2025-10-04
Halloween Zungenfärber Bonbons Wednesday,Keine Marke,"€ 1,79",Kein vorheriger Preis,"€ 5,97 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Fairtrade-Rosen,Keine Marke,"€ 2,99",Kein vorheriger Preis,"€ 2,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Kaltschaummatratze Emma One,Emma,"€ 149,00",Kein vorheriger Preis,"€ 149,00 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Rosa Aperitif,Sarti,"€ 14,99",Kein vorheriger Preis,"€ 21,41 / l -",29.09. - 04.10.,2025-09-29,2025-10-04
Halloween Sweet & Sour Mix,Trolli,"€ 2,99",Kein vorheriger Preis,"€ 8,31 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Speyside Single Malt Scotch Whisky 29 Jahre,Ben Bracken,"€ 88,88",Kein vorheriger Preis,"€ 126,97 / l -",01.10. - 11.10.,2025-10-01,2025-10-11
Chrysanthemen Strauß,Keine Marke,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",01.10. - 04.10.,2025-10-01,2025-10-04
Frischkäsecreme,Eridanous,"€ 1,99",Kein vorheriger Preis,"€ 15,92 / kg -",01.10. - 04.10.,2025-10-01,2025-10-04
Black Label Blended Scotch Whisky,Johnnie Walker,"€ 17,99",Kein vorheriger Preis,"€ 25,70 / l -",29.09. - 04.10.,2025-09-29,2025-10-04
Halloween Totenkopf,Keine Marke,"€ 4,90",Kein vorheriger Preis,"€ 14,71 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Selection Nuts Royal XXL,Alesto,"€ 5,99",Kein vorheriger Preis,"€ 11,98 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Eau de Toilette,Bruno Banani,"€ 11,95",Kein vorheriger Preis,"€ 398,33 / l -",29.09. - 04.10.,2025-09-29,2025-10-04
Premium Pilsener,Warsteiner,"€ 9,99",Kein vorheriger Preis,"€ 2,00 / l -",06.10. - 11.10.,2025-10-06,2025-10-11
Highlands Single Malt Scotch Whisky 12 Jahre,Loch Lomond,"€ 34,99",Kein vorheriger Preis,"€ 49,99 / l -",01.10. - 11.10.,2025-10-01,2025-10-11
Supersoft Premium Toilettenpapier XXL,Floralys,"€ 6,29",Kein vorheriger Preis,"€ 0,39 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Ice Impèrial,Moët & Chandon,"€ 49,90",Kein vorheriger Preis,"€ 66,53 / l -",06.10. - 11.10.,2025-10-06,2025-10-11
Herbstlicher Strauß,Keine Marke,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / Stk -",01.10. - 04.10.,2025-10-01,2025-10-04
Château Haut-Boulac,Keine Marke,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / l -",06.10. - 11.10.,2025-10-06,2025-10-11
Waschbeckenunterschrank Oslo,Livarno Home,"€ 29,99",Kein vorheriger Preis,"€ 29,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Grand Dessert,Ehrmann,"€ 0,59",Kein vorheriger Preis,"€ 3,11 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Funksteckdosen-Set,Tronic,"€ 16,99",Kein vorheriger Preis,"€ 16,99 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
Damen Sweatkleid,Keine Marke,"€ 14,99",Kein vorheriger Preis,"€ 14,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Sauvignon Blanc Blush,Cimarosa,"€ 5,99",Kein vorheriger Preis,"€ 7,99 / l -",06.10. - 11.10.,2025-10-06,2025-10-11
Original Irische Butter,Kerrygold,"€ 2,39",Kein vorheriger Preis,"€ 9,56 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Frottier-Set,Livarno Home,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Duroc Jamón Serrano,Deluxe,"€ 19,00",Kein vorheriger Preis,"€ 20,00 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Flammkuchen Elsasser Art,Original Wagner,"€ 1,99",Kein vorheriger Preis,"€ 6,63 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Chicken Wings Gegart XXL,Metzgerfrisch,"€ 6,49",Kein vorheriger Preis,"€ 8,11 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Deko-Clips,3M,"€ 3,49",Kein vorheriger Preis,"€ 3,49 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
Hähnchen Minischnitte Cornflakes Panade XXL,Metzgerfrisch,"€ 4,99",Kein vorheriger Preis,"€ 9,24 / kg -",04.10. - 04.10.,2025-10-04,2025-10-04
Profiteroles Schoko,Deluxe,"€ 2,99",Kein vorheriger Preis,"€ 6,64 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Single Malt Scotch Whisky 12 Jahre,Highland Park,"€ 39,99",Kein vorheriger Preis,"€ 57,13 / l -",01.10. - 11.10.,2025-10-01,2025-10-11
Tintenfischringe,Eridanous,"€ 6,99",Kein vorheriger Preis,"€ 11,10 / kg -",01.10. - 04.10.,2025-10-01,2025-10-04
Schweine-Schlachtplatte,Metzgerfrisch,"€ 5,99",Kein vorheriger Preis,"€ 5,99 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Teppich,Livarno Home,"€ 17,99",Kein vorheriger Preis,"€ 17,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
BellaCrema La Crema,Melitta,"€ 13,99",Kein vorheriger Preis,"€ 13,99 / kg -",04.10. - 04.10.,2025-10-04,2025-10-04
Silikon Tarteletteform,Coox,"€ 8,99",Kein vorheriger Preis,"€ 8,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Natives Olivenöl extra,Eridanous,"€ 24,99",Kein vorheriger Preis,"€ 8,33 / l -",01.10. - 04.10.,2025-10-01,2025-10-04
Herbstlasagne,Chef Select,"€ 4,49",Kein vorheriger Preis,"€ 5,61 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Haltbare Schlagsahne XXL,Milbona,"€ 1,99",Kein vorheriger Preis,"€ 3,98 / kg -",09.10. - 11.10.,2025-10-09,2025-10-11
Silikon Backmatte,Coox,"€ 12,99",Kein vorheriger Preis,"€ 12,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Hähnchenflügel XXL,Metzgerfrisch,"€ 4,49",Kein vorheriger Preis,"€ 4,08 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Fix,Maggi,"€ 0,55",Kein vorheriger Preis,"€ 15,28 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Medovik Torten Mix,Dovgan,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Frische Lachsforelle,Deluxe,"€ 11,99",Kein vorheriger Preis,"€ 11,99 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Raffaello,Ferrero,"€ 3,29",Kein vorheriger Preis,"€ 21,93 / kg -",09.10. - 11.10.,2025-10-09,2025-10-11
Herren Poloshirt,Adidas,"€ 24,99",Kein vorheriger Preis,"€ 24,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Herren Shorts,Adidas,"€ 12,99",Kein vorheriger Preis,"€ 12,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Vegan Orangensaft XXL,Solevita,"€ 3,45",Kein vorheriger Preis,"€ 1,73 / l -",09.10. - 11.10.,2025-10-09,2025-10-11
Sekundenkleber,UHU,"€ 1,99",Kein vorheriger Preis,"€ 1,99 / Stk -",01.10. - 04.10.,2025-10-01,2025-10-04
Delikatess Frikadellen,Dulano,"€ 2,99",Kein vorheriger Preis,"€ 5,98 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Duftkerze im Glas,Yankee Candle,"€ 12,99",Kein vorheriger Preis,"€ 12,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Zarte Filets vom Hering,Appel,"€ 1,11",Kein vorheriger Preis,"€ 5,55 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Scheiben,Géramont,"€ 4,66",Kein vorheriger Preis,"€ 13,31 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Knacker,Dulano,"€ 6,49",Kein vorheriger Preis,"€ 6,49 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Reinigungshelfer,Vileda,"€ 2,99",Kein vorheriger Preis,"€ 2,99 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
Chocolate Thins Caramel,Halloren,"€ 3,99",Kein vorheriger Preis,"€ 26,60 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Curry King,Meica,"€ 1,79",Kein vorheriger Preis,"€ 8,14 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Mini Salami,Dulano,"€ 0,89",Kein vorheriger Preis,"€ 17,80 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Nähartikel Sortiment,Crelando,"€ 5,99",Kein vorheriger Preis,"€ 0,30 / Stk -",01.10. - 04.10.,2025-10-01,2025-10-04
Ersatzbezüge,Vileda,"€ 7,99",Kein vorheriger Preis,"€ 7,99 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
Deutsche Junge Ente,Deluxe,"€ 11,99",Kein vorheriger Preis,"€ 5,00 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Cookies,Sondey,"€ 1,19",Kein vorheriger Preis,"€ 5,29 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Hähnchen-Hacksteaks,Metzgerfrisch,"€ 4,49",Kein vorheriger Preis,"€ 8,02 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Hirschgulasch von Hand geschnitten,Deluxe,"€ 4,49",Kein vorheriger Preis,"€ 11,22 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Crunchips XXL,Lorenz,"€ 1,69",Kein vorheriger Preis,"€ 7,68 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Frische Hamburger vom Rind,Metzgerfrisch,"€ 8,99",Kein vorheriger Preis,"€ 11,24 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Steinofenpizza Edelsalami XXL,Trattoria Alfredo,"€ 4,69",Kein vorheriger Preis,"€ 3,35 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Express Heizungstrockner,Vileda,"€ 6,99",Kein vorheriger Preis,"€ 6,99 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
4 Mini Kartoffelgratins Emmentaler,Deluxe,"€ 2,99",Kein vorheriger Preis,"€ 7,48 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Hähnchenschnitzel XXL,Culinea,"€ 3,99",Kein vorheriger Preis,"€ 7,98 / kg -",29.09. - 04.10.,2025-09-29,2025-10-04
Schwabische Spatzle,Deluxe,"€ 2,29",Kein vorheriger Preis,"€ 4,58 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Fitnessbänderset,Crivit,"€ 4,99",Kein vorheriger Preis,"€ 1,25 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Kaffeepadmaschine Senseo Select CSA230,Philips,"€ 59,99",Kein vorheriger Preis,"€ 59,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Universal-Wandfarbe,Alpina,"€ 17,99",Kein vorheriger Preis,"€ 1,64 / l -",01.10. - 04.10.,2025-10-01,2025-10-04
Maler-Starter-Set,Parkside,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
Rinder Beinscheiben,Metzgerfrisch,"€ 6,49",Kein vorheriger Preis,"€ 9,27 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Girasoli mit Ricotta und Spinat,Chef Select,"€ 1,99",Kein vorheriger Preis,"€ 7,96 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Gewebeklebeband,3M,"€ 2,99",Kein vorheriger Preis,"€ 2,99 / Stk -",01.10. - 04.10.,2025-10-01,2025-10-04
Silikon-Quicheform Ø26cm,Coox,"€ 11,99",Kein vorheriger Preis,"€ 11,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Flammkuchen Elsässer Art,Chef Select,"€ 2,79",Kein vorheriger Preis,"€ 7,97 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Zitronen,Keine Marke,"€ 1,49",Kein vorheriger Preis,"€ 2,98 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Kinder Sturmhaube Fleece,Lupilu,"€ 5,99",Kein vorheriger Preis,"€ 5,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Silikon-Backform,Coox,"€ 10,99",Kein vorheriger Preis,"€ 10,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Blended Scotch Whisky 18 Jahre Sherry Cask Finish,Glenalba,"€ 33,33",Kein vorheriger Preis,"€ 47,61 / l -",06.10. - 11.10.,2025-10-06,2025-10-11
Kitchen Küchenmaschine SKMW 900 A1,SilverCrest,"€ 99,99",Kein vorheriger Preis,"€ 99,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Handkreissäge PHKS 750 A1,Parkside,"€ 29,99",Kein vorheriger Preis,"€ 29,99 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
Longlife Batterien,Varta,"€ 8,69",Kein vorheriger Preis,"€ 0,29 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Silikon-Quicheform Ø12cm,Coox,"€ 6,99",Kein vorheriger Preis,"€ 6,99 / Stk -",29.09. - 04.10.,2025-09-29,2025-10-04
Kinder Thermo-Funktionsshirt,Crivit,"€ 5,99",Kein vorheriger Preis,"€ 5,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
