Marke,Produkt,Preis,Vorheriger_Preis,Preis_kg,RAW_Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,Einheit,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids,brand_extracted,brand_normalized
Kinder,Pyjama Squishmallows,"€ 7,99",,"pro Einheit = 7,99","pro Einheit = 7,99",Aus Baumwolle Größen 110/116 - 146/152,Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_431.jpg,"cat_non_food,diet_gluten_free,diet_lactose_free,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000217,obs_0000016613|obs_0000025121|obs_0000021164|obs_0000017295|obs_0000015626|obs_0000020345|obs_0000001996|obs_0000012600|obs_0000012608|obs_0000002442|obs_0000010862|obs_0000009015|obs_0000020542|obs_0000022656|obs_0000025117|obs_0000000757|obs_0000000761|obs_0000000843|obs_0000021361|obs_0000000941|obs_0000001121|obs_0000001410|obs_0000001582|obs_0000001626,,x,
Kinder,Pyjama Super Mario,"€ 7,99",,"pro Einheit = 7,99","pro Einheit = 7,99",Aus Baumwolle Größen 110/116 - 146/152,Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_436.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000218,obs_0000016613|obs_0000025121|obs_0000021164|obs_0000017295|obs_0000015626|obs_0000020345|obs_0000001996|obs_0000020542|obs_0000022656|obs_0000025117|obs_0000000757|obs_0000000761|obs_0000000843|obs_0000021361|obs_0000000941|obs_0000001121|obs_0000001410|obs_0000001582|obs_0000001626,,x,
Kinder,Retroboxer Super Mario,"€ 4,99",,"pro Einheit = 2,00","pro Einheit = 2,00",Aus Baumwolle Größen 110/116 - 146/152,Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_434.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000219,,,x,
Kinder,Sweathose Squishmallows,"€ 7,99",,"pro Einheit = 7,99","pro Einheit = 7,99",Aus Baumwolle Größen 110/116 - 146/152,Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_437.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000220,obs_0000019608|obs_0000016067|obs_0000012582|obs_0000012594|obs_0000010865|obs_0000022660|obs_0000023037|obs_0000023484|obs_0000023494,,x,
Kinder,Sweathose Super Mario,"€ 7,99",,"pro Einheit = 7,99","pro Einheit = 7,99",Aus Baumwolle Größen 110/116 - 146/152,Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_439.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000221,obs_0000019608|obs_0000016067|obs_0000022660|obs_0000023037|obs_0000023484|obs_0000023494,,x,
Kinder,T-Shirt Squishmallows,"€ 4,99",,"pro Einheit = 4,99","pro Einheit = 4,99",Aus Baumwolle Größen 110/116 - 146/152,Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_438.jpg,"cat_non_food,diet_gluten_free,diet_lactose_free,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000222,obs_0000000755|obs_0000023324|obs_0000023466|obs_0000000968|obs_0000023573|obs_0000001225,,x,
Kinder,T-Shirt Super Mario,"€ 4,99",,"pro Einheit = 4,99","pro Einheit = 4,99",Aus Baumwolle Größen 110/116 - 146/152,Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_440.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000223,obs_0000000755|obs_0000023324|obs_0000023466|obs_0000000968|obs_0000023573|obs_0000001225,,x,
Kinder,Unterhemden Squishmallows,"€ 5,99",,"pro Einheit = 2,00","pro Einheit = 2,00",Aus Baumwolle und Elastan Größen 110/116 - 146/152,Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_433.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000224,obs_0000012577|obs_0000012568|obs_0000012606|obs_0000010859|obs_0000001456,,x,
Kinder,Unterhemden Super Mario,"€ 5,99",,"pro Einheit = 2,00","pro Einheit = 2,00",Aus Baumwolle Größen 110/116 - 146/152,Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_435.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000225,obs_0000012577|obs_0000001456,,x,
COUNTRYSIDE,Klappsessel Houston,"€ 34,99",,"pro Einheit = 34,99","pro Einheit = 34,99","Aluminium-Leichtrahmen mit stabiler Mechanik Mit Textilbespannung Wetterfest, UV-beständig und strapazierfähig 7-stufig einstellbare Rückenlehne Bequeme Armlehnen aus pflegeleichtem Kunststoff Bodenschonende und rutschhemmende Profilfüße Einfach zu reinigen Platzsparend zusammenklappbar Belastbarkeit max. 120 kg Größe ca. B 58 x H 110 x 67 cm 3 Jahre Garantie",Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_411.jpg,cat_non_food,,,ref_000226,,,,
ELEPHANT,Knabbergebäck,"€ 1,69","€ 1,99","1 kg = 9,39 - 13,52","1 kg = 9,39 - 13,52","Baked Squeezed Pretzels oder Pretzel Pieces, versch. Sorten",Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_244.jpg,"cat_knabbern_naschen,tag_ultra_processed",,,ref_000227,obs_0000014597|obs_0000011111|obs_0000010393,obs_0000014597|obs_0000011111|obs_0000010393,,
MITSUBA,Knusprige Snacks,"€ 1,99","€ 2,49","1 kg = 14,22 - 23,42","1 kg = 14,22 - 23,42","von asiatischer Streetfood-Kultur inspiriert, versch. Sorten",Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_247.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,,ref_000228,obs_0000010726,obs_0000009006|obs_0000010726,,
K-CLASSIC,Knuspriger Knabber-Mix,"€ 1,39","€ 1,69","1 kg = 4,64","1 kg = 4,64",mit 8 Sorten Knabbergebäck,Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_246.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,,ref_000229,obs_0000012383|obs_0000016094|obs_0000028892|obs_0000009100|obs_0000024700,obs_0000012383|obs_0000016094,,
TRISTAR,Kochplatte KP-6151KL,"€ 14,99",,"pro Einheit = 14,99","pro Einheit = 14,99",Kochplatte ca. Ø 19 cm Temperatur stufenlos einstellbar Mit Kontrollleuchte Kabellänge ca. 1 m 1.500 W,Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_358.jpg,"cat_non_food,sub_milchprodukte",,,ref_000230,,,,
DREAMOLINO,Komfort-Kissen Swan Pillow,"€ 29,99","€ 69,90","pro Einheit = 29,99","pro Einheit = 29,99","Ganzkörper-Wohlfühlkissen Vereint Kopf-, Bauch- und Kniekissen Für alle Schlafpositionen und Körperformen Ergonomisches Schwanenhals-Design Unterstützt und wirkt stabilisierend Bezug aus Polyester und Baumwolle Füllung aus Polyester Atmungsaktives Material Maschinenwaschbar bis 40 °C Größe ca. B 110 x H 15 x T 60 cm",Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_471.jpg,"cat_getraenke,tag_ultra_processed",,,ref_000231,obs_0000003990|obs_0000004417|obs_0000000322|obs_0000034259|obs_0000004844,,,
SCHWARTAU,Konfitüre Extra,"€ 1,79","€ 2,99","1 kg = 5,27 - 6,40","1 kg = 5,27 - 6,40",versch. Sorten,Nein,Dieses Angebot findest du vom 13.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-13,2026-04-15,../images/kaufland/kaufland_offer_010.jpg,"cat_grundnahrung,diet_vegetarian",,BLS-S132000,ref_000232,obs_0000015009|obs_0000026852|obs_0000014194|obs_0000012688|obs_0000010707|obs_0000033806|obs_0000034610|obs_0000002069|obs_0000019269|obs_0000009772|obs_0000028231|obs_0000019590|obs_0000028955|obs_0000008019|obs_0000011094|obs_0000032650|obs_0000008202|obs_0000014367|obs_0000026193|obs_0000000136|obs_0000030345|obs_0000015501|obs_0000032400|obs_0000012446|obs_0000029360|obs_0000031949|obs_0000015088|obs_0000016124|obs_0000013624|obs_0000011593|obs_0000013180|obs_0000012176|obs_0000007582|obs_0000013749|obs_0000014805|obs_0000006652|obs_0000007023|obs_0000006139,obs_0000015009|obs_0000026852|obs_0000008483|obs_0000014194|obs_0000032650|obs_0000012688|obs_0000010707,,
TRISTAR,Kontaktgrill SA-3052KLGR,"€ 7,99",,"pro Einheit = 7,99","pro Einheit = 7,99",Antihaftbeschichtete Platten Grillfläche ca. 22 x 12 cm Deckel mit Sicherheitsverriegelung Griffe mit Hitze-Isolierung Automatische Temperaturkontrolle 750 W,Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_346.jpg,"cat_getraenke,diet_vegetarian,tag_ultra_processed",,,ref_000233,obs_0000023961|obs_0000024384|obs_0000000970,,,
MAOAM,Kracher Pinballs oder Happy Fruttis,"€ 0,99","€ 1,29","1 kg = 4,95 - 5,66","1 kg = 4,95 - 5,66","Kracher, versch. Sorten, Pinballs oder Happy Fruttis",Nein,Dieses Angebot findest du vom 13.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-13,2026-04-15,../images/kaufland/kaufland_offer_602.jpg,"cat_getraenke,tag_ultra_processed",,,ref_000234,obs_0000013283,obs_0000013283,,
Aus eigener Herstellung,Krakauer,"€ 1,29",,"pro Einheit = 100,00","pro Einheit = 100,00","im Ring, herzhaft mit Pfeffer, Knoblauch und Kümmel gewürzt",Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_125.jpg,"cat_fleisch_wurst,sub_wurst,tag_ultra_processed",,BLS-W171200,ref_000235,obs_0000011015|obs_0000012296|obs_0000013753|obs_0000010032|obs_0000014155|obs_0000008147|obs_0000009582|obs_0000005236|obs_0000006526|obs_0000007057|obs_0000031117|obs_0000030102|obs_0000007621|obs_0000013327|obs_0000008608|obs_0000008100|obs_0000003142|obs_0000002249|obs_0000011862,obs_0000011015|obs_0000012296|obs_0000010032|obs_0000013753|obs_0000014155|obs_0000008147|obs_0000009582|obs_0000005236|obs_0000006526,,
STEINHAUS,Krustenbraten,"€ 1,99",,"pro Einheit = 100,00","pro Einheit = 100,00","saftig und zart, mit goldbraun gebackener Kruste",Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_128.jpg,"cat_fleisch_wurst,sub_schwein",,,ref_000236,obs_0000015780|obs_0000013284|obs_0000030099|obs_0000009518|obs_0000026671|obs_0000027058|obs_0000005427|obs_0000027969|obs_0000030788|obs_0000007242|obs_0000031464|obs_0000005228|obs_0000032370,obs_0000015780|obs_0000013284|obs_0000005228|obs_0000032370,,
COUNTRYSIDE,Kugelgrill Kansas,"€ 19,99","€ 29,99","pro Einheit = 19,99","pro Einheit = 19,99","Feuerschale, Deckel und Kohlerost emailliert Verchromter Grillrost ca. Ø 34 cm Deckel mit einstellbarem Luftabzug Feuerschale mit regulierbarer Belüftungsöffnung Mit Asche-Auffangschale und Ablage Beweglich dank gartentauglicher Räder Größe ca. B 40 x H 69 x T 44 cm Inkl. Montagematerial und Anleitung",Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_480.jpg,"cat_non_food,tag_ultra_processed",,,ref_000237,,,,
K-CLASSIC,Käse-Snacks,"€ 4,00","€ 4,44","1 kg = 9,10","1 kg = 9,10","Gouda- und Bergkäse- oder Edamer- und Butterkäse-Würfel im Frische-Doppelpack, 45 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 13.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-13,2026-04-15,../images/kaufland/kaufland_offer_593.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,sub_kaese,sub_milchprodukte,tag_ultra_processed",,,ref_000238,obs_0000012681|obs_0000006457|obs_0000010631|obs_0000008883,obs_0000016585|obs_0000012681|obs_0000017382,,
Zenker,Königskuchenform,"€ 5,99","€ 9,99","pro Einheit = 5,99","pro Einheit = 5,99","Aus Stahlblech Mit Antihaftbeschichtung Backofenfest bis 230 °C Größe ca. B 31 x H 7,5 x T 13 cm",Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_382.jpg,"cat_non_food,tag_ultra_processed",,,ref_000239,obs_0000025869|obs_0000014735|obs_0000013756,obs_0000025869,,x
K-CLASSIC,Küchentücher Saugstark XXL,"€ 5,99",,"pro Einheit = 100,00","pro Einheit = 100,00",3-lagig,Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_313.jpg,"cat_drogerie,tag_ultra_processed",,,ref_000240,obs_0000008589|obs_0000008896|obs_0000024705|obs_0000033405|obs_0000017283|obs_0000025544|obs_0000018046|obs_0000034463|obs_0000010070|obs_0000026500|obs_0000034991|obs_0000027217|obs_0000027452|obs_0000002895|obs_0000011370|obs_0000019566|obs_0000028044|obs_0000020296|obs_0000012763|obs_0000021115|obs_0000013759|obs_0000022123|obs_0000013967|obs_0000014197|obs_0000022515|obs_0000014417|obs_0000023316|obs_0000016235,obs_0000008589|obs_0000008896,,
MILKA,Küchlein,"€ 1,99",,"1 kg = 11,38 - 14,22","1 kg = 11,38 - 14,22",versch. Sorten,Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_205.jpg,"cat_grundnahrung,diet_vegetarian,tag_ultra_processed",,,ref_000241,obs_0000010023|obs_0000009571|obs_0000014812|obs_0000013293,obs_0000010023|obs_0000009571|obs_0000014812|obs_0000013293,,
FERRERO,Küsschen,"€ 2,79",,"1 kg = 14,69 - 16,23","1 kg = 14,69 - 16,23","Nusspralinen, versch. Sorten",Nein,Dieses Angebot findest du vom 13.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-13,2026-04-15,../images/kaufland/kaufland_offer_600.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,BLS-D440500,ref_000242,obs_0000033892|obs_0000012388|obs_0000028524|obs_0000028639|obs_0000024703|obs_0000019298|obs_0000005652|obs_0000007279|obs_0000032119|obs_0000028144|obs_0000012387|obs_0000015291,obs_0000005652|obs_0000033892|obs_0000012388|obs_0000007279|obs_0000032119|obs_0000028144,,
K-BLUE BAY,Lachsforellenfilet,"€ 3,29","€ 3,79","1 kg = 18,28","1 kg = 18,28",mit Haut,Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_132.jpg,"cat_fisch_meeresfruechte,tag_high_protein,tag_proteinreich",,,ref_000243,obs_0000000699|obs_0000018886|obs_0000011456|obs_0000013801|obs_0000023814|obs_0000024239,obs_0000000699|obs_0000018886,,
Keine Marke,Lammspieß,"€ 22,90","€ 29,90","pro Einheit = 22,90","pro Einheit = 22,90","mit Speckbohnen, mariniert, aus eigener Herstellung",Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_130.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food",,,ref_000244,obs_0000034755,,,
Keine Marke,Laugenbrötchen,"€ 0,25","€ 0,39","pro Einheit = 0,25","pro Einheit = 0,25",aus Weizenmehl,Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_198.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegetarian,tag_ultra_processed,tag_whole_food",,BLS-B521000,ref_000245,obs_0000022491|obs_0000018253,obs_0000022491|obs_0000018253,,
FIZZ CREATIONS,LED-Deko-Wandlicht,"€ 12,99","€ 34,99","pro Einheit = 12,99","pro Einheit = 12,99",Aus Kunststoff Betrieb per USB-Kabel (inkl.) Größe ca. B 37 x H 22 x T 2 cm,Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_339.jpg,"cat_non_food,tag_ultra_processed",,,ref_000246,obs_0000020781|obs_0000025222|obs_0000021600|obs_0000008060|obs_0000008062,,,
Keine Marke,LED-Dekolicht mit Sound Question Block,"€ 12,99","€ 19,99","pro Einheit = 12,99","pro Einheit = 12,99",Aus Kunststoff Mit originellem Einschaltsound Betrieb mit Batterien (nicht enthalten) Größe ca. 8 cm Für Kinder ab 6 Jahren,Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_338.jpg,"cat_non_food,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000247,,,,
PALADONE,LED-Dekolicht mit Sound Super Mario,"€ 12,99","€ 19,99","pro Einheit = 12,99","pro Einheit = 12,99",Aus Kunststoff Mit originellem Einschaltsound Betrieb mit Batterien (nicht enthalten) Versch. Ausführungen Größe ca. 8 bzw. 12 cm Für Kinder ab 6 Jahren,Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_341.jpg,"cat_non_food,diet_vegetarian",,,ref_000248,,,,
LIVARNO,Liegestuhl Houston,"€ 59,99",,"pro Einheit = 59,99","pro Einheit = 59,99","Ideal für Balkon, Garten oder Terrasse Pulverbeschichteter Aluminium-Leichtrahmen Mit komfortabler Textilbespannung Witterungs- und UV-beständig, strapazierfähig Rückenlehne in 7 Positionen verstellbar Sicherheitsverschlüsse zur festen Arretierung Abnehmbares Kopfpolster Armlehnen aus pflegeleichtem Kunststoff Sitz-/Liegehöhe ca. 32 cm Platzsparend zusammenklappbar Bodenschonende und rutschhemmende Profilfüße Einfach zu reinigen Belastbarkeit max. 110 kg Größe ca. B 66 x H 68 - 94 x T 141 - 175 cm 3 Jahre Garantie",Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_406.jpg,cat_non_food,,,ref_000249,,,,
PUSCHKIN,Likör,"€ 5,99","€ 7,99","1 l = 8,56","1 l = 8,56","Nuts & Nougat, 17,5 Vol. %",Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_276.jpg,cat_getraenke,,BLS-P546000,ref_000250,obs_0000012418|obs_0000020866|obs_0000003467|obs_0000003872|obs_0000022448|obs_0000004299|obs_0000020047|obs_0000004726|obs_0000000247|obs_0000012419|obs_0000006564|obs_0000027308|obs_0000022456|obs_0000011579|obs_0000005819|obs_0000017869|obs_0000013648|obs_0000034643|obs_0000008666|obs_0000006894|obs_0000026990|obs_0000013067|obs_0000018875|obs_0000017604|obs_0000011980|obs_0000019800|obs_0000012635|obs_0000008799|obs_0000013035|obs_0000019446|obs_0000011131|obs_0000015488|obs_0000020118|obs_0000021673|obs_0000020937|obs_0000005455|obs_0000028012|obs_0000006004,obs_0000012418|obs_0000020866|obs_0000003467|obs_0000003872|obs_0000022448|obs_0000004299|obs_0000020047|obs_0000004726|obs_0000000247,,
GREGORY S,London Dry Gin,"€ 5,55","€ 6,49","1 l = 7,93","1 l = 7,93","traditionell destilliert, 37,5 Vol. %",Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_277.jpg,cat_getraenke,,,ref_000251,obs_0000009168|obs_0000010741|obs_0000034843|obs_0000012864|obs_0000008342|obs_0000008385|obs_0000017090|obs_0000016107|obs_0000014631|obs_0000016177|obs_0000011573|obs_0000016267|obs_0000017315|obs_0000014250|obs_0000013765|obs_0000030760|obs_0000006210|obs_0000011130|obs_0000035048|obs_0000021131|obs_0000021753|obs_0000032028|obs_0000020312|obs_0000023420|obs_0000013385|obs_0000012420|obs_0000015059|obs_0000007656|obs_0000019615|obs_0000026929|obs_0000015697,obs_0000034843|obs_0000012864|obs_0000008342|obs_0000008385|obs_0000017090|obs_0000016107|obs_0000014631|obs_0000016177|obs_0000011573|obs_0000016267|obs_0000017315|obs_0000014250|obs_0000013765|obs_0000009168|obs_0000010741,,
MERCI,Lovelies,"€ 2,49",,"1 kg = 13,46","1 kg = 13,46","Classic, White oder Creamy",Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_255.jpg,"cat_knabbern_naschen,tag_ultra_processed",,,ref_000252,obs_0000012392|obs_0000035097|obs_0000034393,obs_0000012392|obs_0000035097,,
Coppenrath & Wiese,Lust auf Kuchen Torte,"€ 3,79","€ 4,99","1 kg = 6,54 - 10,53","1 kg = 6,54 - 10,53","Erdbeer-Cheesecake, Feiner Apfelkuchen oder Spaghetti-Erdbeer-Torte",Nein,Dieses Angebot findest du vom 13.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-13,2026-04-15,../images/kaufland/kaufland_offer_054.jpg,"cat_grundnahrung,diet_vegetarian,tag_ultra_processed",,,ref_000253,obs_0000011797|obs_0000001654|obs_0000010022|obs_0000009569|obs_0000006666|obs_0000006155|obs_0000005395|obs_0000006506|obs_0000017616|obs_0000018680,obs_0000011797|obs_0000010022|obs_0000009569,,x
JACOBS,Löslicher Kaffee,"€ 1,79",,"1 kg = 14,44 - 14,92","1 kg = 14,44 - 14,92","3 in 1 oder 2 in 1, je 10 Becherportionen",Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_230.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",,,ref_000254,obs_0000011764|obs_0000001036|obs_0000000848|obs_0000008363|obs_0000008553|obs_0000001035|obs_0000001037|obs_0000001038|obs_0000001039|obs_0000000845|obs_0000000846|obs_0000000847|obs_0000000849|obs_0000012856|obs_0000012375|obs_0000011954|obs_0000014593|obs_0000024909|obs_0000013724|obs_0000015279|obs_0000010719|obs_0000022517,obs_0000001036|obs_0000000848|obs_0000008553|obs_0000011764,,
LEIMER,Mark- oder Gemüseklößchen,"€ 0,89","€ 0,99","1 kg = 8,90","1 kg = 8,90",ideal als Einlage,Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_211.jpg,"cat_grundnahrung,diet_vegan,diet_vegetarian,sub_tk_gemuese,tag_ultra_processed",,,ref_000255,,,,
Keine Marke,Marokk span Kulturheidelbeeren,"€ 3,33","€ 4,99","1 kg = 11,10","1 kg = 11,10",Kl. I,Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_057.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",,,ref_000256,obs_0000011395|obs_0000008743|obs_0000009782|obs_0000009312|obs_0000008857|obs_0000014161,,,
GALBANI,Mascarpone,"€ 3,33","€ 4,29","1 kg = 13,32","1 kg = 13,32","Frischkäse, mind. 80 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_156.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_kaese,sub_milchprodukte,sub_sahne_creme",,,ref_000257,obs_0000009005|obs_0000000537|obs_0000024230|obs_0000025138|obs_0000022400|obs_0000013771|obs_0000011479|obs_0000022623|obs_0000018039|obs_0000023808|obs_0000030468|obs_0000032470|obs_0000006441|obs_0000028867|obs_0000006289,obs_0000030468|obs_0000000537|obs_0000024230|obs_0000009005|obs_0000025138|obs_0000022400|obs_0000013771|obs_0000011479|obs_0000032470|obs_0000022623|obs_0000018039|obs_0000023808,,
KLÜMPER,Meersalzschinken,"€ 2,49",,"1 kg = 24,90","1 kg = 24,90",Natur oder Pfeffer,Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_111.jpg,"cat_fleisch_wurst,diet_vegetarian,sub_schwein,sub_wurst,tag_ultra_processed",,,ref_000258,,,,
PYREX,Mehrzweckform Cook Go quadratisch ca 0 8 l,"€ 7,99",,"pro Einheit = 7,99","pro Einheit = 7,99","Korpus aus Borosilikatglas Temperaturbeständig von -40 bis +300 °C Kunststoff-Deckel mit Clip-Verschlüssen Ohne Deckel mikrowellen- und backofengeeignet Spülmaschinengeeignet Fassungsvermögen ca. 0,8 l Größe ca. B/T 17 x H 6,9 cm",Nein,Dieses Angebot findest du vom 09.04. bis 15.04. in deiner Kaufland-Filiale.,2026-04-09,2026-04-15,../images/kaufland/kaufland_offer_384.jpg,cat_non_food,,,ref_000259,,,,
