Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Gueltig_raw,Gueltig_von,Gueltig_bis
Maccaroni,Combino,"€ 0,69",Kein vorheriger Preis,"€ 1,38 / kg -",02.10. - 11.10.,2025-10-02,2025-10-11
Fusilli,Combino,"€ 0,69",Kein vorheriger Preis,"€ 1,38 / kg -",02.10. - 11.10.,2025-10-02,2025-10-11
Fresh Grapes Raki,Efe,"€ 12,99",Kein vorheriger Preis,"€ 18,56 / l -",01.10. - 11.10.,2025-10-01,2025-10-11
Spiced Rum,Remedy,"€ 17,99",Kein vorheriger Preis,"€ 25,70 / l -",01.10. - 11.10.,2025-10-01,2025-10-11
Spaghetti,Combino,"€ 0,69",Kein vorheriger Preis,"€ 1,38 / kg -",02.10. - 11.10.,2025-10-02,2025-10-11
Single Malt Scotch Whisky 12 Jahre,Highland Park,"€ 39,99",Kein vorheriger Preis,"€ 57,13 / l -",01.10. - 11.10.,2025-10-01,2025-10-11
Highlands Single Malt Scotch Whisky 12 Jahre,Loch Lomond,"€ 34,99",Kein vorheriger Preis,"€ 34,99 / l -",01.10. - 11.10.,2025-10-01,2025-10-11
Fusilli XXL,Combino,"€ 1,29",Kein vorheriger Preis,"€ 1,29 / kg -",02.10. - 11.10.,2025-10-02,2025-10-11
Original italienische Penne Rigate,Combino,"€ 0,69",Kein vorheriger Preis,"€ 1,38 / kg -",02.10. - 11.10.,2025-10-02,2025-10-11
Speyside Single Malt Scotch Whisky 29 Jahre,Ben Bracken,"€ 88,88",Kein vorheriger Preis,"€ 126,97 / l -",01.10. - 11.10.,2025-10-01,2025-10-11
Overproof Rum,Plantation Rum,"€ 22,22",Kein vorheriger Preis,"€ 31,74 / l -",01.10. - 11.10.,2025-10-01,2025-10-11
Blanc Wein Aperitif,L’arrivée,"€ 6,79",Kein vorheriger Preis,"€ 9,05 / l -",01.10. - 11.10.,2025-10-01,2025-10-11
Linguine,Combino,"€ 0,69",Kein vorheriger Preis,"€ 1,38 / kg -",02.10. - 11.10.,2025-10-02,2025-10-11
Nudeln XXL,Combino,"€ 1,39",Kein vorheriger Preis,"€ 1,39 / kg -",02.10. - 11.10.,2025-10-02,2025-10-11
Schweine Nackenkoteletts XXL,Metzgerfrisch,"€ 5,99",Kein vorheriger Preis,"€ 5,99 / kg -",13.10. - 18.10.,2025-10-13,2025-10-18
Selection Geflügel Variation,Sheba,"€ 15,99",Kein vorheriger Preis,"€ 4,70 / kg -",13.10. - 18.10.,2025-10-13,2025-10-18
Likör,Licor 43,"€ 12,99",Kein vorheriger Preis,"€ 18,56 / l -",16.10. - 18.10.,2025-10-16,2025-10-18
Original Sahne Muh-Muhs Toffees,Pico Food,"€ 1,79",Kein vorheriger Preis,"€ 8,33 / kg -",09.10. - 11.10.,2025-10-09,2025-10-11
Mini-Monsieur Cuisine PMMC 5 A1,Playtive,"€ 29,99",Kein vorheriger Preis,"€ 29,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Lupinen,Sol & Mar,"€ 2,79",Kein vorheriger Preis,"€ 5,07 / kg -",16.10. - 18.10.,2025-10-16,2025-10-18
Käsescheiben,Sol & Mar,"€ 1,99",Kein vorheriger Preis,"€ 13,27 / kg -",16.10. - 18.10.,2025-10-16,2025-10-18
Bio Landkäse,BMI BioBauern,"€ 2,49",Kein vorheriger Preis,"€ 12,45 / kg -",13.10. - 18.10.,2025-10-13,2025-10-18
Milchschnitte Erdbeere,Ferrero,"€ 2,99",Kein vorheriger Preis,"€ 10,68 / kg -",09.10. - 11.10.,2025-10-09,2025-10-11
Milchaufschäumer SM3585,Severin,"€ 49,99",Kein vorheriger Preis,"€ 49,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Allzweck-Papiertücher,W5,"€ 3,99",Kein vorheriger Preis,"€ 3,99 / Stk -",13.10. - 18.10.,2025-10-13,2025-10-18
Tempranillo Crianza,Weingut Pata Negra,"€ 4,49",Kein vorheriger Preis,"€ 5,99 / l -",16.10. - 18.10.,2025-10-16,2025-10-18
Fleischbällchen,Sol & Mar,"€ 2,79",Kein vorheriger Preis,"€ 9,96 / kg -",16.10. - 18.10.,2025-10-16,2025-10-18
Mikrofaser-Jersey-Spannbettlaken,Livarno Home,"€ 2,69",Kein vorheriger Preis,"€ 2,69 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Color Waschmittel Schnell Auflosend,Lenor,"€ 16,99",Kein vorheriger Preis,"€ 0,19 / Stk -",10.10. - 11.10.,2025-10-10,2025-10-11
Autolufterfrischer,California Scents,"€ 2,79",Kein vorheriger Preis,"€ 2,79 / Stk -",13.10. - 18.10.,2025-10-13,2025-10-18
Bio Traditions Mini Frikadelle,Metzgerfrisch,"€ 3,49",Kein vorheriger Preis,"€ 17,45 / kg -",13.10. - 18.10.,2025-10-13,2025-10-18
Crema d'Oro,Dallmayr,"€ 13,99",Kein vorheriger Preis,"€ 13,99 / kg -",10.10. - 11.10.,2025-10-10,2025-10-11
Tentakel vom Riesenkalmar,Sol & Mar,"€ 6,99",Kein vorheriger Preis,"€ 8,74 / kg -",13.10. - 18.10.,2025-10-13,2025-10-18
Hartkäse,Sol & Mar,"€ 3,99",Kein vorheriger Preis,"€ 18,14 / kg -",16.10. - 18.10.,2025-10-16,2025-10-18
Performance Akku-Multitool PPMFWA 12 A,Parkside,"€ 39,99",Kein vorheriger Preis,"€ 39,99 / Stk -",13.10. - 18.10.,2025-10-13,2025-10-18
Meisterbrot,Lidl Backshop,"€ 1,39",Kein vorheriger Preis,"€ 1,85 / kg -",13.10. - 18.10.,2025-10-13,2025-10-18
Gourmet Weichkäse,Deluxe,"€ 2,79",Kein vorheriger Preis,"€ 14,31 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Bayerischer Leberkäse,Dulano,"€ 2,79",Kein vorheriger Preis,"€ 6,97 / kg -",13.10. - 18.10.,2025-10-13,2025-10-18
Kaktusfeigen,Keine Marke,"€ 1,29",Kein vorheriger Preis,"€ 2,58 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Kreuzlinienlaser PKLL 7 F7,Parkside,"€ 13,49",Kein vorheriger Preis,"€ 13,49 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
LED-Lichterbaum,Livarno Home,"€ 19,99",Kein vorheriger Preis,"€ 19,99 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
Schoko-Donut,Lidl Backshop,"€ 1,18",Kein vorheriger Preis,"€ 0,39 / Stk -",13.10. - 18.10.,2025-10-13,2025-10-18
Softe Honigkugeln,Deluxe,"€ 3,99",Kein vorheriger Preis,"€ 16,98 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Dampfmopp Steam,Vileda,"€ 44,99",Kein vorheriger Preis,"€ 44,99 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
Mini Streichzwerge,Dulano,"€ 1,19",Kein vorheriger Preis,"€ 9,15 / kg -",13.10. - 18.10.,2025-10-13,2025-10-18
Ersatzbezüge,Vileda,"€ 7,99",Kein vorheriger Preis,"€ 7,99 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
Finesse,Herta,"€ 1,39",Kein vorheriger Preis,"€ 13,90 / kg -",13.10. - 18.10.,2025-10-13,2025-10-18
LED-Tannengirlande,Livarno Home,"€ 14,99",Kein vorheriger Preis,"€ 14,99 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
Forelle,Fischerstolz,"€ 3,60",Kein vorheriger Preis,"€ 12,00 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Aperitivo,Aperol,"€ 9,49",Kein vorheriger Preis,"€ 13,56 / l -",13.10. - 18.10.,2025-10-13,2025-10-18
7-Zonen Taschenfederkern-Matratze Flex Air,Fjödur,"€ 169,00",Kein vorheriger Preis,"€ 169,00 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
LED-Lichterkette,Livarno Home,"€ 0,69",Kein vorheriger Preis,"€ 0,69 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
Schweinebauch XXL,Metzgerfrisch,"€ 5,49",Kein vorheriger Preis,"€ 5,49 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Vollwaschmittel,Formil,"€ 3,99",Kein vorheriger Preis,"€ 0,13 / l -",13.10. - 18.10.,2025-10-13,2025-10-18
Selbstaufblasende LED-Weihnachtsfigur,Livarno Home,"€ 34,99",Kein vorheriger Preis,"€ 34,99 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
Cargo Arbeitsbundhose,Parkside,"€ 14,99",Kein vorheriger Preis,"€ 14,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Bio-Blütenhonig,Maribel,"€ 3,75",Kein vorheriger Preis,"€ 7,50 / kg -",13.10. - 18.10.,2025-10-13,2025-10-18
Teleskop-Pflanzenroller,Parkside,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",13.10. - 18.10.,2025-10-13,2025-10-18
Baby-Schneestiefel,Lupilu,"€ 12,99",Kein vorheriger Preis,"€ 12,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Holz-Standtafel doppelseitig,Lupilu,"€ 29,99",Kein vorheriger Preis,"€ 29,99 / Stk -",13.10. - 18.10.,2025-10-13,2025-10-18
Performance Akku-Bohrschrauber Starterset,Parkside,"€ 69,99",Kein vorheriger Preis,"€ 69,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Bio-Vollmilch,Milbona,"€ 1,25",Kein vorheriger Preis,"€ 1,25 / l -",13.10. - 18.10.,2025-10-13,2025-10-18
Pflanzen-Frostschutzstreifen,Parkside,"€ 7,99",Kein vorheriger Preis,"€ 7,99 / Stk -",13.10. - 18.10.,2025-10-13,2025-10-18
Edel-Renforcé Wendebettwäsche,Gabby's Dollhouse,"€ 19,99",Kein vorheriger Preis,"€ 19,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Brut Royal Champagner,Pommery,"€ 34,99",Kein vorheriger Preis,"€ 46,65 / l -",13.10. - 18.10.,2025-10-13,2025-10-18
Ravioli in Tomatensauce mit Fleischhaltiger Füllung,Maggi,"€ 1,79",Kein vorheriger Preis,"€ 2,24 / kg -",16.10. - 18.10.,2025-10-16,2025-10-18
Rotorloser Heizventilator TRHV 1200 A1,Tronic,"€ 49,99",Kein vorheriger Preis,"€ 49,99 / Stk -",13.10. - 18.10.,2025-10-13,2025-10-18
Zier-Ananas,Keine Marke,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
Heizkörperverstärker THKV 55 A1,Tronic,"€ 19,99",Kein vorheriger Preis,"€ 19,99 / Stk -",13.10. - 18.10.,2025-10-13,2025-10-18
Wasserkocher,SilverCrest,"€ 19,99",Kein vorheriger Preis,"€ 19,99 / Stk -",16.10. - 18.10.,2025-10-16,2025-10-18
Messer-Organizer,Joseph Joseph,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Pfanne Kupfer 28 cm,SilverCrest,"€ 49,99",Kein vorheriger Preis,"€ 49,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Küchenmesserset Fresh Kitchen 2-tlg.,Tefal,"€ 7,99",Kein vorheriger Preis,"€ 4,00 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Pfanne Kupfer 24 cm,SilverCrest,"€ 39,99",Kein vorheriger Preis,"€ 39,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
LED-Lichterkette,Livarno Home,"€ 7,99",Kein vorheriger Preis,"€ 0,08 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
LED-Stehleuchte,Livarno Home,"€ 19,99",Kein vorheriger Preis,"€ 19,99 / Stk -",13.10. - 18.10.,2025-10-13,2025-10-18
Schweine Schnitzel,Metzgerfrisch,"€ 5,99",Kein vorheriger Preis,"€ 7,49 / kg -",09.10. - 11.10.,2025-10-09,2025-10-11
2-in-1-Treppenhochstuhl Born Up Zickzack,Roba,"€ 99,99",Kein vorheriger Preis,"€ 99,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Bio-Feldsalat,Keine Marke,"€ 0,99",Kein vorheriger Preis,"€ 9,90 / kg -",09.10. - 11.10.,2025-10-09,2025-10-11
Tafelschokolade,Milka,"€ 0,95",Kein vorheriger Preis,"€ 9,50 / kg -",13.10. - 18.10.,2025-10-13,2025-10-18
Original Taste,Coca-Cola,"€ 3,99",Kein vorheriger Preis,"€ 2,02 / l -",06.10. - 12.10.,2025-10-06,2025-10-12
Elsässer Saibling,Deluxe,"€ 12,00",Kein vorheriger Preis,"€ 15,00 / kg -",09.10. - 11.10.,2025-10-09,2025-10-11
Trendline 7-Zonen-Kaltschaummatratze BT 260,Badenia Bettcomfort,"€ 139,00",Kein vorheriger Preis,"€ 139,00 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Saugroboter SSRA C2,SilverCrest,"€ 99,99",Kein vorheriger Preis,"€ 99,99 / Stk -",13.10. - 18.10.,2025-10-13,2025-10-18
Color Pulver,Ariel,"€ 8,99",Kein vorheriger Preis,"€ 0,25 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Damen Steppjacke,Esmara,"€ 24,99",Kein vorheriger Preis,"€ 24,99 / Stk -",13.10. - 18.10.,2025-10-13,2025-10-18
Avocado,Keine Marke,"€ 1,11",Kein vorheriger Preis,"€ 1,11 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
Original Irish Cream Likör,Baileys,"€ 8,88",Kein vorheriger Preis,"€ 12,69 / l -",13.10. - 18.10.,2025-10-13,2025-10-18
Frische Hamburger vom Rind,Metzgerfrisch,"€ 8,99",Kein vorheriger Preis,"€ 11,24 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Küchenmaschine SKM 600 F1,SilverCrest,"€ 49,99",Kein vorheriger Preis,"€ 49,99 / Stk -",16.10. - 18.10.,2025-10-16,2025-10-18
Nuss-Nougat-Croissant,Lidl Backshop,"€ 1,38",Kein vorheriger Preis,"€ 0,46 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Boxspringbett Broome,Sun Garden,"€ 469,00",Kein vorheriger Preis,"€ 469,00 / Stk -",13.10. - 18.10.,2025-10-13,2025-10-18
Schweine Schnitten Cordon Bleu,Metzgerfrisch,"€ 6,99",Kein vorheriger Preis,"€ 6,99 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Pancake-Pfanne 26cm,SilverCrest,"€ 12,99",Kein vorheriger Preis,"€ 12,99 / Stk -",16.10. - 18.10.,2025-10-16,2025-10-18
Kinder-Ski-Jacke,Crivit,"€ 17,99",Kein vorheriger Preis,"€ 17,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
3-Kammer-Feder-Kopfkissen,Fjödur,"€ 29,99",Kein vorheriger Preis,"€ 29,99 / Stk -",13.10. - 18.10.,2025-10-13,2025-10-18
Knusperrollen,Sol & Mar,"€ 2,99",Kein vorheriger Preis,"€ 11,87 / kg -",16.10. - 18.10.,2025-10-16,2025-10-18
LED Weihnachts-Außenlichterkette,Livarno Home,"€ 3,99",Kein vorheriger Preis,"€ 3,99 / Stk -",16.10. - 18.10.,2025-10-16,2025-10-18
Aufbewahrungsdosen-Set,SilverCrest,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / Stk -",16.10. - 18.10.,2025-10-16,2025-10-18
XXL-Wichtelfigur,Livarno Home,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",16.10. - 18.10.,2025-10-16,2025-10-18
Aufbewahrungsregal,Livarno Home,"€ 26,99",Kein vorheriger Preis,"€ 26,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Bio Hafer Cookies,Sondey,"€ 2,19",Kein vorheriger Preis,"€ 10,95 / kg -",13.10. - 18.10.,2025-10-13,2025-10-18
Kinder Etagenbettgestell Small Cloud,Inter Link,"€ 189,00",Kein vorheriger Preis,"€ 189,00 / Stk -",13.10. - 18.10.,2025-10-13,2025-10-18
Gewächshaus,Parkside,"€ 19,99",Kein vorheriger Preis,"€ 19,99 / Stk -",13.10. - 18.10.,2025-10-13,2025-10-18
Rioja Rosado,Cepa Lebrel,"€ 1,99",Kein vorheriger Preis,"€ 2,65 / l -",16.10. - 18.10.,2025-10-16,2025-10-18
Kleinkinder Ski-Thermo Fleecejacke,Lupilu,"€ 6,99",Kein vorheriger Preis,"€ 6,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Baumkuchen,Favorina,"€ 4,99",Kein vorheriger Preis,"€ 16,63 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Meeresfrüchtepfanne,Sol & Mar,"€ 6,99",Kein vorheriger Preis,"€ 8,74 / kg -",16.10. - 18.10.,2025-10-16,2025-10-18
Espressomaschine 1050 A1,SilverCrest,"€ 49,99",Kein vorheriger Preis,"€ 49,99 / Stk -",16.10. - 18.10.,2025-10-16,2025-10-18
Kinder Sturmhaube Fleece,Lupilu,"€ 5,99",Kein vorheriger Preis,"€ 5,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Lebkuchen,Favorina,"€ 3,49",Kein vorheriger Preis,"€ 5,82 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Crosstrainer Syros E,Horizon Fitness,"€ 199,00",Kein vorheriger Preis,"€ 199,00 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Frischkäse,Exquisa,"€ 1,59",Kein vorheriger Preis,"€ 5,30 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Bio Gewürz Paprika Edelsüß,Kania,"€ 1,29",Kein vorheriger Preis,"€ 25,80 / kg -",13.10. - 18.10.,2025-10-13,2025-10-18
XXL Rinderhackfleisch,Metzgerfrisch,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / kg -",13.10. - 18.10.,2025-10-13,2025-10-18
Zottarella Rolle Classic,Zott,"€ 1,99",Kein vorheriger Preis,"€ 9,95 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Bio Vegane Hafer Creme,Vemondo,"€ 0,75",Kein vorheriger Preis,"€ 3,75 / l -",13.10. - 18.10.,2025-10-13,2025-10-18
Tintenfisch,Sol & Mar,"€ 12,99",Kein vorheriger Preis,"€ 16,24 / kg -",16.10. - 18.10.,2025-10-16,2025-10-18
Medovik Torten Mix,Dovgan,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Abmantelungswerkzeug,Parkside,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
Château Haut-Boulac,Keine Marke,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / l -",06.10. - 11.10.,2025-10-06,2025-10-11
Winterstiefel,Crivit,"€ 12,99",Kein vorheriger Preis,"€ 12,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Premium Pilsener,Warsteiner,"€ 9,99",Kein vorheriger Preis,"€ 2,00 / l -",06.10. - 11.10.,2025-10-06,2025-10-11
Riesensonnenblumenkerne,Sol & Mar,"€ 0,79",Kein vorheriger Preis,"€ 6,08 / kg -",16.10. - 18.10.,2025-10-16,2025-10-18
Halloween Schokoladenkugeln,Keine Marke,"€ 2,99",Kein vorheriger Preis,"€ 14,95 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
4-Käse-Mix XXL,Milbona,"€ 3,49",Kein vorheriger Preis,"€ 8,72 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Happy Cake,Ruf,"€ 3,99",Kein vorheriger Preis,"€ 5,70 / kg -",13.10. - 18.10.,2025-10-13,2025-10-18
Putenbrustfilet,Metzgerfrisch,"€ 7,99",Kein vorheriger Preis,"€ 7,99 / kg -",13.10. - 18.10.,2025-10-13,2025-10-18
Riesling Scheurebe,Keine Marke,"€ 4,99",Kein vorheriger Preis,"€ 6,65 / l -",06.10. - 11.10.,2025-10-06,2025-10-11
Gartengerätehaus S,Parkside,"€ 99,99",Kein vorheriger Preis,"€ 99,99 / Stk -",13.10. - 18.10.,2025-10-13,2025-10-18
Halloween Sweet & Sour Mix,Trolli,"€ 2,99",Kein vorheriger Preis,"€ 8,31 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Mohn-Streuselkuchen,Ölz,"€ 2,39",Kein vorheriger Preis,"€ 5,97 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Teigwaren XXL,Hilcona,"€ 3,29",Kein vorheriger Preis,"€ 4,39 / kg -",13.10. - 18.10.,2025-10-13,2025-10-18
Funny Mushrooms,Cool,"€ 4,99",Kein vorheriger Preis,"€ 8,32 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Men Expert Duschgel,L'Oréal Paris,"€ 5,99",Kein vorheriger Preis,"€ 5,99 / l -",09.10. - 11.10.,2025-10-09,2025-10-11
Fitnessreifen,Crivit,"€ 17,99",Kein vorheriger Preis,"€ 17,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Natives Olivenöl extra,Sol & Mar,"€ 21,99",Kein vorheriger Preis,"€ 7,33 / l -",16.10. - 18.10.,2025-10-16,2025-10-18
Risbellis Reis-Cracker,Reis-Fit,"€ 0,99",Kein vorheriger Preis,"€ 24,75 / kg -",09.10. - 11.10.,2025-10-09,2025-10-11
Akku-Aufsitzrasenmäher PAAM 48 A1 1,Parkside,"€ 2.499,00",Kein vorheriger Preis,"€ 2.499,00 / Stk -",13.10. - 18.10.,2025-10-13,2025-10-18
Heimtrainer Ergometer ET 6000,Christopeit Sport,"€ 299,00",Kein vorheriger Preis,"€ 299,00 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Steckdosenrondell,Tronic,"€ 12,99",Kein vorheriger Preis,"€ 12,99 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
Schokoriegel,Snickers,"€ 3,99",Kein vorheriger Preis,"€ 7,98 / kg -",09.10. - 11.10.,2025-10-09,2025-10-11
Laufband 2 in 1,Christopeit Sport,"€ 319,00",Kein vorheriger Preis,"€ 319,00 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
LED-Lichtervorhang,Livarno Home,"€ 8,99",Kein vorheriger Preis,"€ 8,99 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
Kombiservice 16-tlg.,Creatable,"€ 29,99",Kein vorheriger Preis,"€ 29,99 / Stk -",13.10. - 18.10.,2025-10-13,2025-10-18
Ice Tea,Lipton,"€ 1,29",Kein vorheriger Preis,"€ 1,03 / l -",09.10. - 11.10.,2025-10-09,2025-10-11
Kinder Schneejacke,Lupilu,"€ 12,99",Kein vorheriger Preis,"€ 12,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Bodenwischer-Set Ultramax,Vileda,"€ 19,99",Kein vorheriger Preis,"€ 19,99 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
Kinder Thermo-Langarmshirts 2er Set,Lupilu,"€ 7,99",Kein vorheriger Preis,"€ 7,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Mega Bärchen,Sweet Corner,"€ 0,99",Kein vorheriger Preis,"€ 3,30 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Original,Lätta,"€ 1,19",Kein vorheriger Preis,"€ 2,64 / kg -",16.10. - 18.10.,2025-10-16,2025-10-18
Bauernhof,Playtive,"€ 14,99",Kein vorheriger Preis,"€ 0,83 / Stk -",13.10. - 18.10.,2025-10-13,2025-10-18
Fruchtgummi Frösche,Sweet Corner,"€ 1,11",Kein vorheriger Preis,"€ 3,70 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Duftkerze,Livarno Home,"€ 0,89",Kein vorheriger Preis,"€ 0,89 / Stk -",16.10. - 18.10.,2025-10-16,2025-10-18
Flammkuchen Elsässer Art,Chef Select,"€ 2,79",Kein vorheriger Preis,"€ 7,97 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Leckermäulchen Milch-Quark,Frischli,"€ 0,69",Kein vorheriger Preis,"€ 4,60 / kg -",16.10. - 18.10.,2025-10-16,2025-10-18
Kitchen Tools Heißluftfritteuse SHFG 2460 A1,SilverCrest,"€ 69,99",Kein vorheriger Preis,"€ 69,99 / Stk -",13.10. - 18.10.,2025-10-13,2025-10-18
Jägerhackbraten,Chef Select,"€ 2,49",Kein vorheriger Preis,"€ 4,98 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Creme zum Kochen,Milbona,"€ 0,89",Kein vorheriger Preis,"€ 3,56 / l -",06.10. - 11.10.,2025-10-06,2025-10-11
Damen Hausschuhe,Esmara,"€ 3,99",Kein vorheriger Preis,"€ 3,99 / Stk -",09.10. - 11.10.,2025-10-09,2025-10-11
Kaffeemaschine Gaia HD7544/20,Philips,"€ 54,99",Kein vorheriger Preis,"€ 54,99 / Stk -",13.10. - 18.10.,2025-10-13,2025-10-18
Butterschmalz,Milbona,"€ 7,49",Kein vorheriger Preis,"€ 14,98 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Besteck-Set Trend 30-tlg.,Silit,"€ 44,99",Kein vorheriger Preis,"€ 1,50 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Kitchen Tools Mikrowelle SMW 700 D3,SilverCrest,"€ 49,99",Kein vorheriger Preis,"€ 49,99 / Stk -",06.10. - 11.10.,2025-10-06,2025-10-11
Fix,Maggi,"€ 0,55",Kein vorheriger Preis,"€ 15,28 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Orangene Mini Paprika,Tatayoyo,"€ 1,49",Kein vorheriger Preis,"€ 7,45 / kg -",13.10. - 18.10.,2025-10-13,2025-10-18
Raumentfeuchter Zitronenduft,W5,"€ 6,99",Kein vorheriger Preis,"€ 6,99 / Stk -",13.10. - 18.10.,2025-10-13,2025-10-18
Schnittkäse,Fol Epi,"€ 2,99",Kein vorheriger Preis,"€ 12,72 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Desinfektion Wäsche-Hygienespüler,Sagrotan,"€ 5,99",Kein vorheriger Preis,"€ 2,00 / l -",13.10. - 18.10.,2025-10-13,2025-10-18
Bio Mini Möhren,Keine Marke,"€ 0,99",Kein vorheriger Preis,"€ 4,95 / kg -",13.10. - 18.10.,2025-10-13,2025-10-18
Raumentfeuchter Granulat Neutral,W5,"€ 6,99",Kein vorheriger Preis,"€ 1,94 / kg -",13.10. - 18.10.,2025-10-13,2025-10-18
Mega Monte,Zott,"€ 1,49",Kein vorheriger Preis,"€ 3,72 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Halloween Popcorn Wednesday,Keine Marke,"€ 2,49",Kein vorheriger Preis,"€ 9,96 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
Chorizo Extra,Sol & Mar,"€ 2,49",Kein vorheriger Preis,"€ 12,45 / kg -",16.10. - 18.10.,2025-10-16,2025-10-18
Halloween Zungenfärber Bonbons Wednesday,Keine Marke,"€ 1,79",Kein vorheriger Preis,"€ 5,97 / kg -",06.10. - 11.10.,2025-10-06,2025-10-11
4K LED-TV 55P61K,TCL,"€ 279,00",Kein vorheriger Preis,"€ 279,00 / Stk -",13.10. - 18.10.,2025-10-13,2025-10-18
Holz-Ketten-Akkuschrauber,Lupilu,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",13.10. - 18.10.,2025-10-13,2025-10-18
Anti-Schuppen-Shampoo,Head & Shoulders,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / l -",13.10. - 18.10.,2025-10-13,2025-10-18
Tapas Snack,Sol & Mar,"€ 1,99",Kein vorheriger Preis,"€ 24,88 / kg -",16.10. - 18.10.,2025-10-16,2025-10-18
